ID,coorte,cod_prog,code,codne,datae,tipo,voto,giud,crediti,votop,media pesata,giud2,descrizione,sesso,sesson,istituto,istituton,voto diploma,voto test
2010007,2010,7,B006801,22,2014-02-27,S,24,1,12,288,23.57,0,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,IT,3,72,10
2010007,2010,7,B006803,24,2014-07-30,S,24,1,9,216,23.57,0,MATEMATICA DISCRETA E LOGICA,M,1,IT,3,72,10
2010007,2010,7,B006819,34,2015-07-07,S,24,1,9,216,23.57,0,CALCOLO NUMERICO,M,1,IT,3,72,10
2010007,2010,7,B006800,21,2011-07-06,S,25,1,12,300,23.57,0,ALGORITMI E STRUTTURE DATI,M,1,IT,3,72,10
2010007,2010,7,B006804,25,2011-09-23,S,25,1,12,300,23.57,0,PROGRAMMAZIONE,M,1,IT,3,72,10
2010007,2010,7,B014443,47,2016-01-12,S,25,1,6,150,23.57,0,DATA WAREHOUSING,M,1,IT,3,72,10
2010007,2010,7,B003719,12,2015-03-09,S,26,1,6,156,23.57,0,INFORMATICA INDUSTRIALE,M,1,IT,3,72,10
2010007,2010,7,B006815,31,2015-02-03,S,29,1,6,174,23.57,0,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,IT,3,72,10
2010007,2010,7,B006810,29,2013-07-19,S,30,1,9,270,23.57,0,PROGRAMMAZIONE CONCORRENTE,M,1,IT,3,72,10
2010007,2010,7,B006823,37,2016-07-06,S,30,1,6,180,23.57,0,RETI DI CALCOLATORI,M,1,IT,3,72,10
2010012,2010,12,B006804,25,2011-07-22,S,18,0,12,216,26.30,1,PROGRAMMAZIONE,F,0,,,,
2010012,2010,12,B006810,29,2013-01-15,S,21,0,9,189,26.30,1,PROGRAMMAZIONE CONCORRENTE,F,0,,,,
2010012,2010,12,B006813,30,2011-09-22,S,25,1,9,225,26.30,1,BASI DI DATI E SISTEMI INFORMATIVI,F,0,,,,
2010012,2010,12,B006815,31,2013-02-12,S,25,1,6,150,26.30,1,CALCOLO DELLE PROBABILITA' E STATISTICA,F,0,,,,
2010012,2010,12,B006818,33,2012-07-31,S,25,1,9,225,26.30,1,SISTEMI OPERATIVI,F,0,,,,
2010012,2010,12,B006802,23,2012-07-30,S,25,1,12,300,26.30,1,ARCHITETTURE DEGLI ELABORATORI,F,0,,,,
2010012,2010,12,B006809,28,2013-02-14,S,26,1,6,156,26.30,1,METODOLOGIE DI PROGRAMMAZIONE,F,0,,,,
2010012,2010,12,B006821,35,2012-08-02,S,27,1,9,243,26.30,1,INFORMATICA TEORICA,F,0,,,,
2010012,2010,12,B006822,36,2013-06-13,S,27,1,6,162,26.30,1,CODICI E SICUREZZA,F,0,,,,
2010012,2010,12,B006819,34,2012-06-11,S,28,1,9,252,26.30,1,CALCOLO NUMERICO,F,0,,,,
2010012,2010,12,B014443,47,2012-06-14,S,29,1,6,174,26.30,1,DATA WAREHOUSING,F,0,,,,
2010012,2010,12,B006800,21,2011-09-21,S,30,1,12,360,26.30,1,ALGORITMI E STRUTTURE DATI,F,0,,,,
2010012,2010,12,B006807,26,2011-01-20,S,30,1,6,180,26.30,1,ALGEBRA LINEARE,F,0,,,,
2010012,2010,12,B006823,37,2013-01-16,S,30,1,6,180,26.30,1,RETI DI CALCOLATORI,F,0,,,,
2010012,2010,12,B014442,46,2012-06-11,S,30,1,6,180,26.30,1,COMPLEMENTI DI BASI DI DATI,F,0,,,,
2010012,2010,12,B006816,32,2011-07-07,S,31,1,9,279,26.30,1,FISICA GENERALE,F,0,,,,
2010017,2010,17,B006808,27,2013-01-23,S,18,0,6,108,23.47,0,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,,,,
2010017,2010,17,B006813,30,2013-09-17,S,19,0,9,171,23.47,0,BASI DI DATI E SISTEMI INFORMATIVI,M,1,,,,
2010017,2010,17,B006807,26,2012-01-17,S,20,0,6,120,23.47,0,ALGEBRA LINEARE,M,1,,,,
2010017,2010,17,B006801,22,2012-09-21,S,20,0,12,240,23.47,0,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,,,,
2010017,2010,17,B006815,31,2014-02-05,S,20,0,6,120,23.47,0,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,,,,
2010017,2010,17,B006804,25,2012-07-25,S,21,0,12,252,23.47,0,PROGRAMMAZIONE,M,1,,,,
2010017,2010,17,B006821,35,2016-07-27,S,22,0,9,198,23.47,0,INFORMATICA TEORICA,M,1,,,,
2010017,2010,17,B006803,24,2013-09-12,S,23,0,9,207,23.47,0,MATEMATICA DISCRETA E LOGICA,M,1,,,,
2010017,2010,17,B006802,23,2014-07-24,S,23,0,12,276,23.47,0,ARCHITETTURE DEGLI ELABORATORI,M,1,,,,
2010017,2010,17,B006822,36,2016-02-09,S,23,0,6,138,23.47,0,CODICI E SICUREZZA,M,1,,,,
2010017,2010,17,B006823,37,2015-02-09,S,24,1,6,144,23.47,0,RETI DI CALCOLATORI,M,1,,,,
2010017,2010,17,B006800,21,2011-07-22,S,25,1,12,300,23.47,0,ALGORITMI E STRUTTURE DATI,M,1,,,,
2010017,2010,17,B006818,33,2015-01-26,S,25,1,9,225,23.47,0,SISTEMI OPERATIVI,M,1,,,,
2010017,2010,17,B006819,34,2015-06-08,S,25,1,9,225,23.47,0,CALCOLO NUMERICO,M,1,,,,
2010017,2010,17,B006809,28,2014-01-22,S,26,1,6,156,23.47,0,METODOLOGIE DI PROGRAMMAZIONE,M,1,,,,
2010017,2010,17,B006816,32,2016-06-23,S,26,1,9,234,23.47,0,FISICA GENERALE,M,1,,,,
2010017,2010,17,B012501,41,2016-06-06,S,28,1,6,168,23.47,0,DOCUMENTAZIONE AUTOMATICA,M,1,,,,
2010017,2010,17,B006810,29,2013-07-19,S,30,1,9,270,23.47,0,PROGRAMMAZIONE CONCORRENTE,M,1,,,,
2010017,2010,17,B003372,8,2015-10-09,S,30,1,6,180,23.47,0,INGEGNERIA DEL SOFTWARE,M,1,,,,
2010023,2010,23,B006808,27,2015-06-30,S,18,0,6,108,26.32,1,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,LS,6,76,18
2010023,2010,23,B006822,36,2015-03-17,S,20,0,6,120,26.32,1,CODICI E SICUREZZA,M,1,LS,6,76,18
2010023,2010,23,B006801,22,2011-09-09,S,23,0,12,276,26.32,1,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,LS,6,76,18
2010023,2010,23,B006803,24,2013-09-11,S,24,1,9,216,26.32,1,MATEMATICA DISCRETA E LOGICA,M,1,LS,6,76,18
2010023,2010,23,B006819,34,2015-07-07,S,24,1,9,216,26.32,1,CALCOLO NUMERICO,M,1,LS,6,76,18
2010023,2010,23,B006800,21,2011-06-15,S,26,1,12,312,26.32,1,ALGORITMI E STRUTTURE DATI,M,1,LS,6,76,18
2010023,2010,23,B006804,25,2011-07-11,S,26,1,12,312,26.32,1,PROGRAMMAZIONE,M,1,LS,6,76,18
2010023,2010,23,B006809,28,2012-06-15,S,26,1,6,156,26.32,1,METODOLOGIE DI PROGRAMMAZIONE,M,1,LS,6,76,18
2010023,2010,23,B006815,31,2014-07-14,S,26,1,6,156,26.32,1,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,LS,6,76,18
2010023,2010,23,B003963,16,2015-01-15,S,26,1,6,156,26.32,1,STATISTICA COMPUTAZIONALE,M,1,LS,6,76,18
2010023,2010,23,B006810,29,2013-01-16,S,27,1,9,243,26.32,1,PROGRAMMAZIONE CONCORRENTE,M,1,LS,6,76,18
2010023,2010,23,B006807,26,2014-06-19,S,27,1,6,162,26.32,1,ALGEBRA LINEARE,M,1,LS,6,76,18
2010023,2010,23,B006816,32,2016-06-23,S,27,1,9,243,26.32,1,FISICA GENERALE,M,1,LS,6,76,18
2010023,2010,23,B006818,33,2013-09-25,S,28,1,9,252,26.32,1,SISTEMI OPERATIVI,M,1,LS,6,76,18
2010023,2010,23,B003725,13,2016-02-17,S,28,1,6,168,26.32,1,INTELLIGENZA ARTIFICIALE,M,1,LS,6,76,18
2010023,2010,23,B006813,30,2013-09-20,S,30,1,9,270,26.32,1,BASI DI DATI E SISTEMI INFORMATIVI,M,1,LS,6,76,18
2010023,2010,23,B006802,23,2013-07-24,S,30,1,12,360,26.32,1,ARCHITETTURE DEGLI ELABORATORI,M,1,LS,6,76,18
2010023,2010,23,B006823,37,2014-02-27,S,30,1,6,180,26.32,1,RETI DI CALCOLATORI,M,1,LS,6,76,18
2010023,2010,23,B006821,35,2014-01-20,S,31,1,9,279,26.32,1,INFORMATICA TEORICA,M,1,LS,6,76,18
2010025,2010,25,B006815,31,2012-09-13,S,21,0,6,126,27.85,1,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,IT,3,82,21
2010025,2010,25,B006822,36,2013-06-18,S,22,0,6,132,27.85,1,CODICI E SICUREZZA,M,1,IT,3,82,21
2010025,2010,25,B006810,29,2012-03-06,S,24,1,9,216,27.85,1,PROGRAMMAZIONE CONCORRENTE,M,1,IT,3,82,21
2010025,2010,25,B003372,8,2013-01-29,S,24,1,6,144,27.85,1,INGEGNERIA DEL SOFTWARE,M,1,IT,3,82,21
2010025,2010,25,B006823,37,2013-03-04,S,26,1,6,156,27.85,1,RETI DI CALCOLATORI,M,1,IT,3,82,21
2010025,2010,25,B006816,32,2014-07-23,S,26,1,9,234,27.85,1,FISICA GENERALE,M,1,IT,3,82,21
2010025,2010,25,B006818,33,2012-10-05,S,27,1,9,243,27.85,1,SISTEMI OPERATIVI,M,1,IT,3,82,21
2010025,2010,25,B006803,24,2011-07-05,S,28,1,9,252,27.85,1,MATEMATICA DISCRETA E LOGICA,M,1,IT,3,82,21
2010025,2010,25,B006802,23,2011-09-13,S,28,1,12,336,27.85,1,ARCHITETTURE DEGLI ELABORATORI,M,1,IT,3,82,21
2010025,2010,25,B006808,27,2012-09-17,S,28,1,6,168,27.85,1,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,IT,3,82,21
2010025,2010,25,B006819,34,2014-06-03,S,29,1,9,261,27.85,1,CALCOLO NUMERICO,M,1,IT,3,82,21
2010025,2010,25,B006804,25,2011-06-20,S,30,1,12,360,27.85,1,PROGRAMMAZIONE,M,1,IT,3,82,21
2010025,2010,25,B006801,22,2011-09-09,S,30,1,12,360,27.85,1,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,IT,3,82,21
2010025,2010,25,B006807,26,2012-01-13,S,30,1,6,180,27.85,1,ALGEBRA LINEARE,M,1,IT,3,82,21
2010025,2010,25,B006800,21,2011-06-15,S,30,1,12,360,27.85,1,ALGORITMI E STRUTTURE DATI,M,1,IT,3,82,21
2010025,2010,25,B006809,28,2012-09-07,S,30,1,6,180,27.85,1,METODOLOGIE DI PROGRAMMAZIONE,M,1,IT,3,82,21
2010025,2010,25,B006813,30,2012-07-16,S,30,1,9,270,27.85,1,BASI DI DATI E SISTEMI INFORMATIVI,M,1,IT,3,82,21
2010025,2010,25,B006821,35,2013-09-23,S,30,1,9,270,27.85,1,INFORMATICA TEORICA,M,1,IT,3,82,21
2010025,2010,25,B003963,16,2014-06-05,S,30,1,6,180,27.85,1,STATISTICA COMPUTAZIONALE,M,1,IT,3,82,21
2010029,2010,29,B006808,27,2013-07-01,S,18,0,6,108,25.21,0,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,,,,
2010029,2010,29,B006822,36,2015-09-22,S,18,0,6,108,25.21,0,CODICI E SICUREZZA,M,1,,,,
2010029,2010,29,B006807,26,2012-02-20,S,19,0,6,114,25.21,0,ALGEBRA LINEARE,M,1,,,,
2010029,2010,29,B006801,22,2011-07-26,S,21,0,12,252,25.21,0,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,,,,
2010029,2010,29,B003725,13,2015-01-14,S,21,0,6,126,25.21,0,INTELLIGENZA ARTIFICIALE,M,1,,,,
2010029,2010,29,B006821,35,2016-01-19,S,23,0,9,207,25.21,0,INFORMATICA TEORICA,M,1,,,,
2010029,2010,29,B006818,33,2013-09-25,S,25,1,9,225,25.21,0,SISTEMI OPERATIVI,M,1,,,,
2010029,2010,29,B006803,24,2013-09-12,S,25,1,9,225,25.21,0,MATEMATICA DISCRETA E LOGICA,M,1,,,,
2010029,2010,29,B006819,34,2015-06-08,S,25,1,9,225,25.21,0,CALCOLO NUMERICO,M,1,,,,
2010029,2010,29,B006800,21,2011-06-15,S,26,1,12,312,25.21,0,ALGORITMI E STRUTTURE DATI,M,1,,,,
2010029,2010,29,B006809,28,2012-06-15,S,26,1,6,156,25.21,0,METODOLOGIE DI PROGRAMMAZIONE,M,1,,,,
2010029,2010,29,B006802,23,2012-06-18,S,26,1,12,312,25.21,0,ARCHITETTURE DEGLI ELABORATORI,M,1,,,,
2010029,2010,29,B006813,30,2013-09-20,S,26,1,9,234,25.21,0,BASI DI DATI E SISTEMI INFORMATIVI,M,1,,,,
2010029,2010,29,B003372,8,2015-02-13,S,27,1,6,162,25.21,0,INGEGNERIA DEL SOFTWARE,M,1,,,,
2010029,2010,29,B006804,25,2012-02-23,S,28,1,12,336,25.21,0,PROGRAMMAZIONE,M,1,,,,
2010029,2010,29,B006815,31,2014-06-04,S,28,1,6,168,25.21,0,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,,,,
2010029,2010,29,B006823,37,2014-01-20,S,30,1,6,180,25.21,0,RETI DI CALCOLATORI,M,1,,,,
2010029,2010,29,B006810,29,2013-01-15,S,31,1,9,279,25.21,0,PROGRAMMAZIONE CONCORRENTE,M,1,,,,
2010029,2010,29,B006816,32,2016-09-20,S,31,1,9,279,25.21,0,FISICA GENERALE,M,1,,,,
2010032,2010,32,B006821,35,2015-09-11,S,18,0,9,162,23.40,0,INFORMATICA TEORICA,M,1,TC,7,82,13
2010032,2010,32,B006808,27,2015-06-26,S,18,0,6,108,23.40,0,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,TC,7,82,13
2010032,2010,32,B006801,22,2013-07-18,S,19,0,12,228,23.40,0,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,TC,7,82,13
2010032,2010,32,B006822,36,2014-07-15,S,20,0,6,120,23.40,0,CODICI E SICUREZZA,M,1,TC,7,82,13
2010032,2010,32,B006804,25,2012-02-23,S,21,0,12,252,23.40,0,PROGRAMMAZIONE,M,1,TC,7,82,13
2010032,2010,32,B006800,21,2011-06-15,S,22,0,12,264,23.40,0,ALGORITMI E STRUTTURE DATI,M,1,TC,7,82,13
2010032,2010,32,B006815,31,2013-09-12,S,22,0,6,132,23.40,0,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,TC,7,82,13
2010032,2010,32,B003372,8,2015-10-09,S,23,0,6,138,23.40,0,INGEGNERIA DEL SOFTWARE,M,1,TC,7,82,13
2010032,2010,32,B006813,30,2012-09-25,S,24,1,9,216,23.40,0,BASI DI DATI E SISTEMI INFORMATIVI,M,1,TC,7,82,13
2010032,2010,32,B006803,24,2012-09-13,S,24,1,9,216,23.40,0,MATEMATICA DISCRETA E LOGICA,M,1,TC,7,82,13
2010032,2010,32,B006809,28,2013-02-14,S,24,1,6,144,23.40,0,METODOLOGIE DI PROGRAMMAZIONE,M,1,TC,7,82,13
2010032,2010,32,B014443,47,2014-02-27,S,24,1,6,144,23.40,0,DATA WAREHOUSING,M,1,TC,7,82,13
2010032,2010,32,B006802,23,2014-01-28,S,24,1,12,288,23.40,0,ARCHITETTURE DEGLI ELABORATORI,M,1,TC,7,82,13
2010032,2010,32,B006810,29,2013-01-15,S,25,1,9,225,23.40,0,PROGRAMMAZIONE CONCORRENTE,M,1,TC,7,82,13
2010032,2010,32,B006807,26,2012-01-17,S,26,1,6,156,23.40,0,ALGEBRA LINEARE,M,1,TC,7,82,13
2010032,2010,32,B006819,34,2014-06-10,S,26,1,9,234,23.40,0,CALCOLO NUMERICO,M,1,TC,7,82,13
2010032,2010,32,B006818,33,2015-01-26,S,27,1,9,243,23.40,0,SISTEMI OPERATIVI,M,1,TC,7,82,13
2010032,2010,32,B006823,37,2015-02-09,S,30,1,6,180,23.40,0,RETI DI CALCOLATORI,M,1,TC,7,82,13
2010032,2010,32,B006816,32,2015-07-09,S,30,1,9,270,23.40,0,FISICA GENERALE,M,1,TC,7,82,13
2010037,2010,37,B006808,27,2012-01-17,S,18,0,6,108,28.85,1,ANALISI II: FUNZIONI DI PIU' VARIABILI,F,0,LS,6,100,19
2010037,2010,37,B006804,25,2011-06-20,S,26,1,12,312,28.85,1,PROGRAMMAZIONE,F,0,LS,6,100,19
2010037,2010,37,B006803,24,2011-07-25,S,27,1,9,243,28.85,1,MATEMATICA DISCRETA E LOGICA,F,0,LS,6,100,19
2010037,2010,37,B006815,31,2012-09-13,S,27,1,6,162,28.85,1,CALCOLO DELLE PROBABILITA' E STATISTICA,F,0,LS,6,100,19
2010037,2010,37,B006598,19,2012-07-17,S,28,1,6,168,28.85,1,BOTANICA I,F,0,LS,6,100,19
2010037,2010,37,B006809,28,2012-06-15,S,28,1,6,168,28.85,1,METODOLOGIE DI PROGRAMMAZIONE,F,0,LS,6,100,19
2010037,2010,37,B006818,33,2013-06-12,S,28,1,9,252,28.85,1,SISTEMI OPERATIVI,F,0,LS,6,100,19
2010037,2010,37,B006802,23,2011-09-13,S,29,1,12,348,28.85,1,ARCHITETTURE DEGLI ELABORATORI,F,0,LS,6,100,19
2010037,2010,37,B006816,32,2012-02-07,S,30,1,9,270,28.85,1,FISICA GENERALE,F,0,LS,6,100,19
2010037,2010,37,B006800,21,2011-07-06,S,30,1,12,360,28.85,1,ALGORITMI E STRUTTURE DATI,F,0,LS,6,100,19
2010037,2010,37,B006810,29,2012-01-27,S,30,1,9,270,28.85,1,PROGRAMMAZIONE CONCORRENTE,F,0,LS,6,100,19
2010037,2010,37,B006822,36,2013-06-13,S,30,1,6,180,28.85,1,CODICI E SICUREZZA,F,0,LS,6,100,19
2010037,2010,37,B016235,52,2013-02-28,S,30,1,6,180,28.85,1,FILOSOFIA DELLA SCIENZA,F,0,LS,6,100,19
2010037,2010,37,B006823,37,2013-06-18,S,30,1,6,180,28.85,1,RETI DI CALCOLATORI,F,0,LS,6,100,19
2010037,2010,37,B006819,34,2013-06-10,S,30,1,9,270,28.85,1,CALCOLO NUMERICO,F,0,LS,6,100,19
2010037,2010,37,B006801,22,2011-06-10,S,31,1,12,372,28.85,1,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,F,0,LS,6,100,19
2010037,2010,37,B006807,26,2012-01-13,S,31,1,6,186,28.85,1,ALGEBRA LINEARE,F,0,LS,6,100,19
2010037,2010,37,B006813,30,2012-06-26,S,31,1,9,279,28.85,1,BASI DI DATI E SISTEMI INFORMATIVI,F,0,LS,6,100,19
2010037,2010,37,B006821,35,2013-02-13,S,31,1,9,279,28.85,1,INFORMATICA TEORICA,F,0,LS,6,100,19
2010040,2010,40,B006808,27,2014-06-10,S,22,0,6,132,26.62,1,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,IT,3,86,17
2010040,2010,40,B006803,24,2011-07-26,S,23,0,9,207,26.62,1,MATEMATICA DISCRETA E LOGICA,M,1,IT,3,86,17
2010040,2010,40,B006822,36,2013-07-19,S,23,0,6,138,26.62,1,CODICI E SICUREZZA,M,1,IT,3,86,17
2010040,2010,40,B006821,35,2014-02-06,S,23,0,9,207,26.62,1,INFORMATICA TEORICA,M,1,IT,3,86,17
2010040,2010,40,B006802,23,2012-02-19,S,25,1,12,300,26.62,1,ARCHITETTURE DEGLI ELABORATORI,M,1,IT,3,86,17
2010040,2010,40,B003372,8,2013-02-19,S,25,1,6,150,26.62,1,INGEGNERIA DEL SOFTWARE,M,1,IT,3,86,17
2010040,2010,40,B006807,26,2012-01-13,S,26,1,6,156,26.62,1,ALGEBRA LINEARE,M,1,IT,3,86,17
2010040,2010,40,B006804,25,2011-09-23,S,26,1,12,312,26.62,1,PROGRAMMAZIONE,M,1,IT,3,86,17
2010040,2010,40,B006810,29,2012-09-22,S,27,1,9,243,26.62,1,PROGRAMMAZIONE CONCORRENTE,M,1,IT,3,86,17
2010040,2010,40,B006813,30,2012-06-26,S,27,1,9,243,26.62,1,BASI DI DATI E SISTEMI INFORMATIVI,M,1,IT,3,86,17
2010040,2010,40,B006819,34,2013-09-09,S,27,1,9,243,26.62,1,CALCOLO NUMERICO,M,1,IT,3,86,17
2010040,2010,40,B006818,33,2012-09-25,S,28,1,9,252,26.62,1,SISTEMI OPERATIVI,M,1,IT,3,86,17
2010040,2010,40,B006809,28,2012-01-23,S,28,1,6,168,26.62,1,METODOLOGIE DI PROGRAMMAZIONE,M,1,IT,3,86,17
2010040,2010,40,B006823,37,2013-01-30,S,28,1,6,168,26.62,1,RETI DI CALCOLATORI,M,1,IT,3,86,17
2010040,2010,40,B006816,32,2014-12-23,S,28,1,9,252,26.62,1,FISICA GENERALE,M,1,IT,3,86,17
2010040,2010,40,B003392,9,2015-01-14,S,28,1,6,168,26.62,1,FILOSOFIA DELLA SCIENZA,M,1,IT,3,86,17
2010040,2010,40,B006815,31,2013-06-10,S,29,1,6,174,26.62,1,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,IT,3,86,17
2010040,2010,40,B006800,21,2011-07-06,S,30,1,12,360,26.62,1,ALGORITMI E STRUTTURE DATI,M,1,IT,3,86,17
2010040,2010,40,B006801,22,2011-06-10,S,30,1,12,360,26.62,1,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,IT,3,86,17
2010042,2010,42,B006808,27,2013-01-22,S,18,0,6,108,25.98,1,ANALISI II: FUNZIONI DI PIU' VARIABILI,F,0,AL,1,98,14
2010042,2010,42,B006803,24,2011-07-07,S,20,0,9,180,25.98,1,MATEMATICA DISCRETA E LOGICA,F,0,AL,1,98,14
2010042,2010,42,B003372,8,2013-06-27,S,20,0,6,120,25.98,1,INGEGNERIA DEL SOFTWARE,F,0,AL,1,98,14
2010042,2010,42,B006801,22,2012-01-20,S,23,0,12,276,25.98,1,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,F,0,AL,1,98,14
2010042,2010,42,B006822,36,2013-06-18,S,23,0,6,138,25.98,1,CODICI E SICUREZZA,F,0,AL,1,98,14
2010042,2010,42,B006819,34,2014-06-04,S,24,1,9,216,25.98,1,CALCOLO NUMERICO,F,0,AL,1,98,14
2010042,2010,42,B006818,33,2012-09-25,S,25,1,9,225,25.98,1,SISTEMI OPERATIVI,F,0,AL,1,98,14
2010042,2010,42,B006821,35,2013-02-13,S,25,1,9,225,25.98,1,INFORMATICA TEORICA,F,0,AL,1,98,14
2010042,2010,42,B006802,23,2011-08-30,S,27,1,12,324,25.98,1,ARCHITETTURE DEGLI ELABORATORI,F,0,AL,1,98,14
2010042,2010,42,B006810,29,2012-03-06,S,27,1,9,243,25.98,1,PROGRAMMAZIONE CONCORRENTE,F,0,AL,1,98,14
2010042,2010,42,B006823,37,2013-01-30,S,27,1,6,162,25.98,1,RETI DI CALCOLATORI,F,0,AL,1,98,14
2010042,2010,42,B006804,25,2011-06-20,S,28,1,12,336,25.98,1,PROGRAMMAZIONE,F,0,AL,1,98,14
2010042,2010,42,B006813,30,2012-06-26,S,28,1,9,252,25.98,1,BASI DI DATI E SISTEMI INFORMATIVI,F,0,AL,1,98,14
2010042,2010,42,B006809,28,2012-06-15,S,28,1,6,168,25.98,1,METODOLOGIE DI PROGRAMMAZIONE,F,0,AL,1,98,14
2010042,2010,42,B006816,32,2014-07-03,S,28,1,9,252,25.98,1,FISICA GENERALE,F,0,AL,1,98,14
2010042,2010,42,B006800,21,2011-06-15,S,30,1,12,360,25.98,1,ALGORITMI E STRUTTURE DATI,F,0,AL,1,98,14
2010042,2010,42,B006807,26,2012-01-19,S,30,1,6,180,25.98,1,ALGEBRA LINEARE,F,0,AL,1,98,14
2010042,2010,42,B006815,31,2013-06-10,S,30,1,6,180,25.98,1,CALCOLO DELLE PROBABILITA' E STATISTICA,F,0,AL,1,98,14
2010042,2010,42,B003963,16,2014-02-18,S,31,1,6,186,25.98,1,STATISTICA COMPUTAZIONALE,F,0,AL,1,98,14
2010046,2010,46,B006808,27,2012-06-22,S,18,0,6,108,24.45,0,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,LC,4,89,15
2010046,2010,46,B006807,26,2012-09-20,S,18,0,6,108,24.45,0,ALGEBRA LINEARE,M,1,LC,4,89,15
2010046,2010,46,B006810,29,2014-01-27,S,20,0,9,180,24.45,0,PROGRAMMAZIONE CONCORRENTE,M,1,LC,4,89,15
